"Number","Address","Data","Content","Time","AUX",
"154.0","00.14D2","1406","debugForeGndTaskNum","77.073550 ms","0000",
"","","","Memory Write","","",
"155.0","00.14D2","1407","debugForeGndTaskNum","77.076316 ms","0000",
"","","","Memory Write","","",
"156.0","00.14D2","1407","debugForeGndTaskNum","77.097100 ms","0000",
"","","","Memory Write","","",
"157.0","00.14D2","1408","debugForeGndTaskNum","77.099866 ms","0000",
"","","","Memory Write","","",
"158.0","00.14D2","1408","debugForeGndTaskNum","77.909466 ms","0000",
"","","","Memory Write","","",
"159.0","00.14D2","1409","debugForeGndTaskNum","77.915533 ms","0000",
"","","","Memory Write","","",
"160.0","00.14D2","1409","debugForeGndTaskNum","77.930500 ms","0000",
"","","","Memory Write","","",
"161.0","00.14D2","1400","debugForeGndTaskNum","85.093966 ms","0000",
"","","","Memory Write","","",
"162.0","00.14D2","1400","debugForeGndTaskNum","85.195866 ms","0000",
"","","","Memory Write","","",
"163.0","00.14D2","1401","debugForeGndTaskNum","85.198633 ms","0000",
"","","","Memory Write","","",
"164.0","00.14D2","1401","debugForeGndTaskNum","85.227766 ms","0000",
"","","","Memory Write","","",
"165.0","00.14D2","1402","debugForeGndTaskNum","85.230533 ms","0000",
"","","","Memory Write","","",
"166.0","00.14D2","1402","debugForeGndTaskNum","85.435533 ms","0000",
"","","","Memory Write","","",
"167.0","00.14D2","1403","debugForeGndTaskNum","85.438300 ms","0000",
"","","","Memory Write","","",
"168.0","00.14D2","1403","debugForeGndTaskNum","85.444683 ms","0000",
"","","","Memory Write","","",
"169.0","00.14D2","1404","debugForeGndTaskNum","85.447450 ms","0000",
"","","","Memory Write","","",
"170.0","00.14D2","1404","debugForeGndTaskNum","85.746200 ms","0000",
"","","","Memory Write","","",
"171.0","00.14D2","1405","debugForeGndTaskNum","85.748966 ms","0000",
"","","","Memory Write","","",
"172.0","00.14D2","1405","debugForeGndTaskNum","85.979650 ms","0000",
"","","","Memory Write","","",
"173.0","00.14D2","1406","debugForeGndTaskNum","85.982416 ms","0000",
"","","","Memory Write","","",
"174.0","00.14D2","1406","debugForeGndTaskNum","88.297116 ms","0000",
"","","","Memory Write","","",
"175.0","00.14D2","1407","debugForeGndTaskNum","88.299883 ms","0000",
"","","","Memory Write","","",
"176.0","00.14D2","1407","debugForeGndTaskNum","88.320666 ms","0000",
"","","","Memory Write","","",
"177.0","00.14D2","1408","debugForeGndTaskNum","88.323433 ms","0000",
"","","","Memory Write","","",
"178.0","00.14D2","1408","debugForeGndTaskNum","89.114483 ms","0000",
"","","","Memory Write","","",
"179.0","00.14D2","1409","debugForeGndTaskNum","89.117250 ms","0000",
"","","","Memory Write","","",
"180.0","00.14D2","1409","debugForeGndTaskNum","89.132216 ms","0000",
"","","","Memory Write","","",
"181.0","00.14D2","1400","debugForeGndTaskNum","95.096433 ms","0000",
"","","","Memory Write","","",
"182.0","00.14D2","1400","debugForeGndTaskNum","95.198333 ms","0000",
"","","","Memory Write","","",
"183.0","00.14D2","1401","debugForeGndTaskNum","95.201100 ms","0000",
"","","","Memory Write","","",
"184.0","00.14D2","1401","debugForeGndTaskNum","95.230300 ms","0000",
"","","","Memory Write","","",
"185.0","00.14D2","1402","debugForeGndTaskNum","95.233066 ms","0000",
"","","","Memory Write","","",
"186.0","00.14D2","1402","debugForeGndTaskNum","95.438083 ms","0000",
"","","","Memory Write","","",
"187.0","00.14D2","1403","debugForeGndTaskNum","95.440850 ms","0000",
"","","","Memory Write","","",
"188.0","00.14D2","1403","debugForeGndTaskNum","95.447233 ms","0000",
"","","","Memory Write","","",
"189.0","00.14D2","1404","debugForeGndTaskNum","95.450016 ms","0000",
"","","","Memory Write","","",
"190.0","00.14D2","1404","debugForeGndTaskNum","95.757650 ms","0000",
"","","","Memory Write","","",
"191.0","00.14D2","1405","debugForeGndTaskNum","95.760416 ms","0000",
"","","","Memory Write","","",
"192.0","00.14D2","1405","debugForeGndTaskNum","95.875066 ms","0000",
"","","","Memory Write","","",
"193.0","00.14D2","1406","debugForeGndTaskNum","95.877833 ms","0000",
"","","","Memory Write","","",
"194.0","00.14D2","1406","debugForeGndTaskNum","98.968700 ms","0000",
"","","","Memory Write","","",
"195.0","00.14D2","1407","debugForeGndTaskNum","98.971483 ms","0000",
"","","","Memory Write","","",
"196.0","00.14D2","1407","debugForeGndTaskNum","98.992266 ms","0000",
"","","","Memory Write","","",
"197.0","00.14D2","1408","debugForeGndTaskNum","98.995033 ms","0000",
"","","","Memory Write","","",
"198.0","00.14D2","1408","debugForeGndTaskNum","99.799433 ms","0000",
"","","","Memory Write","","",
"199.0","00.14D2","1409","debugForeGndTaskNum","99.802200 ms","0000",
"","","","Memory Write","","",
"200.0","00.14D2","1409","debugForeGndTaskNum","99.817166 ms","0000",
"","","","Memory Write","","",
"201.0","00.14D2","1400","debugForeGndTaskNum","105.120900 ms","0000",
"","","","Memory Write","","",
"202.0","00.14D2","1400","debugForeGndTaskNum","105.222800 ms","0000",
"","","","Memory Write","","",
"203.0","00.14D2","1401","debugForeGndTaskNum","105.225583 ms","0000",
"","","","Memory Write","","",
"204.0","00.14D2","1401","debugForeGndTaskNum","105.254700 ms","0000",
"","","","Memory Write","","",
"205.0","00.14D2","1402","debugForeGndTaskNum","105.257466 ms","0000",
"","","","Memory Write","","",
"206.0","00.14D2","1402","debugForeGndTaskNum","105.466916 ms","0000",
"","","","Memory Write","","",
"207.0","00.14D2","1403","debugForeGndTaskNum","105.469683 ms","0000",
"","","","Memory Write","","",
"208.0","00.14D2","1403","debugForeGndTaskNum","105.476066 ms","0000",
"","","","Memory Write","","",
"209.0","00.14D2","1404","debugForeGndTaskNum","105.478833 ms","0000",
"","","","Memory Write","","",
"210.0","00.14D2","1404","debugForeGndTaskNum","105.780050 ms","0000",
"","","","Memory Write","","",
"211.0","00.14D2","1405","debugForeGndTaskNum","105.782816 ms","0000",
"","","","Memory Write","","",
"212.0","00.14D2","1405","debugForeGndTaskNum","105.898450 ms","0000",
"","","","Memory Write","","",
"213.0","00.14D2","1406","debugForeGndTaskNum","105.901216 ms","0000",
"","","","Memory Write","","",
"214.0","00.14D2","1406","debugForeGndTaskNum","108.139683 ms","0000",
"","","","Memory Write","","",
"215.0","00.14D2","1407","debugForeGndTaskNum","108.142450 ms","0000",
"","","","Memory Write","","",
"216.0","00.14D2","1407","debugForeGndTaskNum","108.163250 ms","0000",
"","","","Memory Write","","",
"217.0","00.14D2","1408","debugForeGndTaskNum","108.166016 ms","0000",
"","","","Memory Write","","",
"218.0","00.14D2","1408","debugForeGndTaskNum","108.966500 ms","0000",
"","","","Memory Write","","",
"219.0","00.14D2","1409","debugForeGndTaskNum","108.969266 ms","0000",
"","","","Memory Write","","",
"220.0","00.14D2","1409","debugForeGndTaskNum","108.984233 ms","0000",
"","","","Memory Write","","",
"221.0","00.14D2","1400","debugForeGndTaskNum","115.094933 ms","0000",
"","","","Memory Write","","",
"222.0","00.14D2","1400","debugForeGndTaskNum","115.196833 ms","0000",
"","","","Memory Write","","",
"223.0","00.14D2","1401","debugForeGndTaskNum","115.199600 ms","0000",
"","","","Memory Write","","",
"224.0","00.14D2","1401","debugForeGndTaskNum","115.228816 ms","0000",
"","","","Memory Write","","",
"225.0","00.14D2","1402","debugForeGndTaskNum","115.231566 ms","0000",
"","","","Memory Write","","",
"226.0","00.14D2","1402","debugForeGndTaskNum","115.436583 ms","0000",
"","","","Memory Write","","",
"227.0","00.14D2","1403","debugForeGndTaskNum","115.439350 ms","0000",
"","","","Memory Write","","",
"228.0","00.14D2","1403","debugForeGndTaskNum","115.445733 ms","0000",
"","","","Memory Write","","",
"229.0","00.14D2","1404","debugForeGndTaskNum","115.448500 ms","0000",
"","","","Memory Write","","",
"230.0","00.14D2","1404","debugForeGndTaskNum","115.737316 ms","0000",
"","","","Memory Write","","",
"231.0","00.14D2","1405","debugForeGndTaskNum","115.740083 ms","0000",
"","","","Memory Write","","",
"232.0","00.14D2","1405","debugForeGndTaskNum","116.057816 ms","0000",
"","","","Memory Write","","",
"233.0","00.14D2","1406","debugForeGndTaskNum","116.060583 ms","0000",
"","","","Memory Write","","",
"234.0","00.14D2","1406","debugForeGndTaskNum","117.652383 ms","0000",
"","","","Memory Write","","",
"235.0","00.14D2","1407","debugForeGndTaskNum","117.655150 ms","0000",
"","","","Memory Write","","",
"236.0","00.14D2","1407","debugForeGndTaskNum","117.675950 ms","0000",
"","","","Memory Write","","",
"237.0","00.14D2","1408","debugForeGndTaskNum","117.678716 ms","0000",
"","","","Memory Write","","",
"238.0","00.14D2","1408","debugForeGndTaskNum","118.469800 ms","0000",
"","","","Memory Write","","",
"239.0","00.14D2","1409","debugForeGndTaskNum","118.472566 ms","0000",
"","","","Memory Write","","",
"240.0","00.14D2","1409","debugForeGndTaskNum","118.487533 ms","0000",
"","","","Memory Write","","",
"241.0","00.14D2","1400","debugForeGndTaskNum","125.095383 ms","0000",
"","","","Memory Write","","",
"242.0","00.14D2","1400","debugForeGndTaskNum","125.197266 ms","0000",
"","","","Memory Write","","",
"243.0","00.14D2","1401","debugForeGndTaskNum","125.200033 ms","0000",
"","","","Memory Write","","",
"244.0","00.14D2","1401","debugForeGndTaskNum","125.229350 ms","0000",
"","","","Memory Write","","",
"245.0","00.14D2","1402","debugForeGndTaskNum","125.232116 ms","0000",
"","","","Memory Write","","",
"246.0","00.14D2","1402","debugForeGndTaskNum","125.437133 ms","0000",
"","","","Memory Write","","",
"247.0","00.14D2","1403","debugForeGndTaskNum","125.439900 ms","0000",
"","","","Memory Write","","",
"248.0","00.14D2","1403","debugForeGndTaskNum","125.446300 ms","0000",
"","","","Memory Write","","",
"249.0","00.14D2","1404","debugForeGndTaskNum","125.449066 ms","0000",
"","","","Memory Write","","",
"250.0","00.14D2","1404","debugForeGndTaskNum","125.523516 ms","0000",
"","","","Memory Write","","",
"251.0","00.14D2","1405","debugForeGndTaskNum","125.526283 ms","0000",
"","","","Memory Write","","",
"252.0","00.14D2","1405","debugForeGndTaskNum","125.567533 ms","0000",
"","","","Memory Write","","",
"253.0","00.14D2","1406","debugForeGndTaskNum","125.570316 ms","0000",
"","","","Memory Write","","",
"254.0","00.14D2","1406","debugForeGndTaskNum","126.998616 ms","0000",
"","","","Memory Write","","",
"255.0","00.14D2","1407","debugForeGndTaskNum","127.001383 ms","0000",
"","","","Memory Write","","",
"257.0","00.14D2","1407","debugForeGndTaskNum","127.538950 ms","0000",
"","","","Memory Write","","",
"258.0","00.14D2","1408","debugForeGndTaskNum","127.541733 ms","0000",
"","","","Memory Write","","",
"259.0","00.14D2","1408","debugForeGndTaskNum","128.332816 ms","0000",
"","","","Memory Write","","",
"260.0","00.14D2","1409","debugForeGndTaskNum","128.335583 ms","0000",
"","","","Memory Write","","",
"261.0","00.14D2","1409","debugForeGndTaskNum","128.350550 ms","0000",
"","","","Memory Write","","",
"262.0","00.14D2","1400","debugForeGndTaskNum","135.139583 ms","0000",
"","","","Memory Write","","",
"263.0","00.14D2","1400","debugForeGndTaskNum","135.241466 ms","0000",
"","","","Memory Write","","",
"264.0","00.14D2","1401","debugForeGndTaskNum","135.244250 ms","0000",
"","","","Memory Write","","",
"265.0","00.14D2","1401","debugForeGndTaskNum","135.273450 ms","0000",
"","","","Memory Write","","",
"266.0","00.14D2","1402","debugForeGndTaskNum","135.276216 ms","0000",
"","","","Memory Write","","",
"267.0","00.14D2","1402","debugForeGndTaskNum","135.481233 ms","0000",
"","","","Memory Write","","",
"268.0","00.14D2","1403","debugForeGndTaskNum","135.483983 ms","0000",
"","","","Memory Write","","",
"269.0","00.14D2","1403","debugForeGndTaskNum","135.490366 ms","0000",
"","","","Memory Write","","",
"270.0","00.14D2","1404","debugForeGndTaskNum","135.493150 ms","0000",
"","","","Memory Write","","",
"271.0","00.14D2","1404","debugForeGndTaskNum","135.791883 ms","0000",
"","","","Memory Write","","",
"272.0","00.14D2","1405","debugForeGndTaskNum","135.794650 ms","0000",
"","","","Memory Write","","",
"273.0","00.14D2","1405","debugForeGndTaskNum","135.908516 ms","0000",
"","","","Memory Write","","",
"274.0","00.14D2","1406","debugForeGndTaskNum","135.915716 ms","0000",
"","","","Memory Write","","",
